INFO:root:Started
INFO:root:DeepAutoEncoder(
  (encoder): Sequential(
    (0): Linear(in_features=784, out_features=128, bias=True)
    (1): ReLU(inplace=True)
    (2): Linear(in_features=128, out_features=64, bias=True)
    (3): ReLU(inplace=True)
    (4): Linear(in_features=64, out_features=32, bias=True)
    (5): ReLU(inplace=True)
  )
  (decoder): Sequential(
    (0): Linear(in_features=32, out_features=64, bias=True)
    (1): ReLU(inplace=True)
    (2): Linear(in_features=64, out_features=128, bias=True)
    (3): ReLU(inplace=True)
    (4): Linear(in_features=128, out_features=784, bias=True)
  )
)
INFO:root:Epoch: 1 	 train_loss: 0.027821 	 val_loss: 0.027524
INFO:root:Epoch: 54 	 train_loss: 0.015268 	 val_loss: 0.015187
INFO:root:Epoch: 55 	 train_loss: 0.015224 	 val_loss: 0.015146
INFO:root:Epoch: 56 	 train_loss: 0.015184 	 val_loss: 0.015106
INFO:root:Epoch: 57 	 train_loss: 0.015157 	 val_loss: 0.015082
INFO:root:Epoch: 58 	 train_loss: 0.015135 	 val_loss: 0.015057
INFO:root:Epoch: 59 	 train_loss: 0.015062 	 val_loss: 0.014985
INFO:root:Epoch: 60 	 train_loss: 0.015001 	 val_loss: 0.014925
INFO:root:Epoch: 61 	 train_loss: 0.014968 	 val_loss: 0.014892
INFO:root:Epoch: 62 	 train_loss: 0.014972 	 val_loss: 0.014897
INFO:root:Epoch: 63 	 train_loss: 0.014930 	 val_loss: 0.014857
INFO:root:Epoch: 64 	 train_loss: 0.014897 	 val_loss: 0.014826
INFO:root:Epoch: 65 	 train_loss: 0.014888 	 val_loss: 0.014820
INFO:root:Epoch: 66 	 train_loss: 0.014901 	 val_loss: 0.014832
INFO:root:Epoch: 67 	 train_loss: 0.014899 	 val_loss: 0.014835
INFO:root:Epoch: 68 	 train_loss: 0.014932 	 val_loss: 0.014869
INFO:root:Epoch: 69 	 train_loss: 0.014944 	 val_loss: 0.014878
INFO:root:Epoch: 70 	 train_loss: 0.014913 	 val_loss: 0.014845
INFO:root:Epoch: 71 	 train_loss: 0.014902 	 val_loss: 0.014839
INFO:root:Epoch: 72 	 train_loss: 0.014933 	 val_loss: 0.014871
INFO:root:Epoch: 73 	 train_loss: 0.014945 	 val_loss: 0.014881
INFO:root:Epoch: 74 	 train_loss: 0.014896 	 val_loss: 0.014834
INFO:root:Epoch: 75 	 train_loss: 0.014894 	 val_loss: 0.014835
INFO:root:Epoch: 76 	 train_loss: 0.014891 	 val_loss: 0.014837
INFO:root:Epoch: 77 	 train_loss: 0.014854 	 val_loss: 0.014799
INFO:root:Epoch: 78 	 train_loss: 0.014859 	 val_loss: 0.014808
INFO:root:Epoch: 79 	 train_loss: 0.014847 	 val_loss: 0.014799
INFO:root:Epoch: 80 	 train_loss: 0.014841 	 val_loss: 0.014795
INFO:root:Epoch: 81 	 train_loss: 0.014823 	 val_loss: 0.014776
INFO:root:Epoch: 82 	 train_loss: 0.014866 	 val_loss: 0.014821
INFO:root:Epoch: 83 	 train_loss: 0.014815 	 val_loss: 0.014769
INFO:root:Epoch: 84 	 train_loss: 0.014826 	 val_loss: 0.014783
INFO:root:Epoch: 85 	 train_loss: 0.014810 	 val_loss: 0.014767
INFO:root:Epoch: 86 	 train_loss: 0.014789 	 val_loss: 0.014742
INFO:root:Epoch: 87 	 train_loss: 0.014729 	 val_loss: 0.014680
INFO:root:Epoch: 88 	 train_loss: 0.014689 	 val_loss: 0.014642
INFO:root:Epoch: 89 	 train_loss: 0.014684 	 val_loss: 0.014639
INFO:root:Epoch: 90 	 train_loss: 0.014688 	 val_loss: 0.014647
INFO:root:Epoch: 91 	 train_loss: 0.014637 	 val_loss: 0.014594
INFO:root:Epoch: 92 	 train_loss: 0.014615 	 val_loss: 0.014575
INFO:root:Epoch: 93 	 train_loss: 0.014627 	 val_loss: 0.014587
INFO:root:Epoch: 94 	 train_loss: 0.014636 	 val_loss: 0.014600
INFO:root:Epoch: 95 	 train_loss: 0.014678 	 val_loss: 0.014643
INFO:root:Epoch: 96 	 train_loss: 0.014601 	 val_loss: 0.014560
INFO:root:Epoch: 97 	 train_loss: 0.014614 	 val_loss: 0.014578
INFO:root:Epoch: 98 	 train_loss: 0.014579 	 val_loss: 0.014540
INFO:root:Epoch: 99 	 train_loss: 0.014555 	 val_loss: 0.014518
INFO:root:Epoch: 100 	 train_loss: 0.014609 	 val_loss: 0.014573
